Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 111964.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 38.21 sec. (4077.62 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0     1285.8815    10                   1285.8815    15512         
*     0+    0                         1072.5987     1285.8815    15512   19.88%
      0     0     1284.7278     7     1072.5987   ZeroHalf: 2    15516   19.78%
      0     0     1251.3992    48     1072.5987 UserPurge1: 222    15776   16.67%
      0     0     1246.2365    61     1072.5987 UserPurge1: 207    15860   16.19%
*     0+    0                         1195.2771     1246.2365    15860    4.26%
      0     0     1244.2992    77     1195.2771 UserPurge1: 201    15881    4.10%
      0     0     1244.0691    93     1195.2771 UserPurge1: 197    15891    4.08%
      0     0     1244.0575   105     1195.2771 UserPurge1: 203    15897    4.08%
      0     0     1244.0292   103     1195.2771 UserPurge1: 210    15905    4.08%
      0     0     1244.0143    87     1195.2771 UserPurge1: 209    15917    4.08%
      0     0     1244.0121   102     1195.2771 UserPurge1: 201    15918    4.08%
      0     0     1243.9965    96     1195.2771 UserPurge1: 209    15926    4.08%
      0     0     1243.9945   110     1195.2771 UserPurge1: 206    15927    4.08%
      0     0     1243.9883    90     1195.2771 UserPurge1: 214    15935    4.08%
      0     0     1243.9812   103     1195.2771 UserPurge1: 203    15938    4.07%
      0     0     1243.9716   108     1195.2771 UserPurge1: 207    15943    4.07%
      0     0     1243.9658    87     1195.2771 UserPurge1: 214    15950    4.07%
      0     0     1243.9657   108     1195.2771 UserPurge1: 201    15952    4.07%
      0     0     1243.9630   102     1195.2771 UserPurge1: 212    15956    4.07%
      0     0     1243.9609   116     1195.2771 UserPurge1: 204    15962    4.07%
      0     0     1243.9519   121     1195.2771 UserPurge1: 212    15963    4.07%
      0     0     1243.9386    87     1195.2771 UserPurge1: 217    15965    4.07%
      0     0     1243.9330   111     1195.2771 UserPurge1: 201    15970    4.07%
      0     0     1243.9255   100     1195.2771 UserPurge1: 211    15975    4.07%
      0     0     1243.9249   112     1195.2771 UserPurge1: 204    15977    4.07%
      0     0     1243.9204   104     1195.2771 UserPurge1: 214    15982    4.07%
      0     0     1243.9190   121     1195.2771 UserPurge1: 208    15989    4.07%
      0     0     1243.9165    87     1195.2771 UserPurge1: 220    15994    4.07%
      0     0     1243.9090   115     1195.2771 UserPurge1: 201    15998    4.07%
      0     0     1243.9062    87     1195.2771 UserPurge1: 212    16001    4.07%
      0     0     1243.9036   101     1195.2771 UserPurge1: 203    16005    4.07%
      0     0     1243.8997   120     1195.2771 UserPurge1: 208    16009    4.07%
      0     0     1243.8980    99     1195.2771 UserPurge1: 218    16015    4.07%
      0     0     1243.8974   106     1195.2771 UserPurge1: 203    16016    4.07%
      0     0     1243.8910    87     1195.2771 UserPurge1: 210    16026    4.07%
      0     0     1243.8893   115     1195.2771 UserPurge1: 207    16031    4.07%
      0     0     1243.8857   105     1195.2771 UserPurge1: 216    16038    4.07%
      0     0     1243.8842   118     1195.2771 UserPurge1: 209    16046    4.07%
      0     0     1243.8826   110     1195.2771 UserPurge1: 214    16052    4.07%
      0     0     1243.8751   117     1195.2771 UserPurge1: 216    16062    4.07%
      0     0     1243.8740   115     1195.2771 UserPurge1: 219    16068    4.07%
      0     0     1243.8733    87     1195.2771 UserPurge1: 213    16073    4.07%
      0     0     1243.8716   125     1195.2771 UserPurge1: 200    16079    4.07%
      0     0     1243.8652   128     1195.2771 UserPurge1: 222    16087    4.07%
      0     0     1243.8611   135     1195.2771 UserPurge1: 218    16093    4.06%
      0     0     1243.8589    93     1195.2771 UserPurge1: 220    16097    4.06%
      0     0     1243.8584   130     1195.2771 UserPurge1: 202    16098    4.06%
      0     0     1243.8516   132     1195.2771 UserPurge1: 218    16105    4.06%
      0     0     1243.8487   135     1195.2771 UserPurge1: 215    16114    4.06%
      0     0     1243.8440   124     1195.2771 UserPurge1: 222    16124    4.06%
      0     0     1243.8420   130     1195.2771 UserPurge1: 220    16128    4.06%
      0     0     1243.8362   129     1195.2771 UserPurge1: 220    16135    4.06%
      0     0     1243.8343   140     1195.2771 UserPurge1: 220    16141    4.06%
      0     0     1243.8308   128     1195.2771 UserPurge1: 226    16151    4.06%
      0     0     1243.8243    87     1195.2771 UserPurge1: 221    16165    4.06%
      0     0     1243.8203   129     1195.2771 UserPurge1: 201    16172    4.06%
      0     0     1243.8062   116     1195.2771 UserPurge1: 221    16182    4.06%
      0     0     1243.7965   123     1195.2771 UserPurge1: 214    16193    4.06%
      0     0     1243.7930   128     1195.2771 UserPurge1: 219    16200    4.06%
      0     0     1243.7903   112     1195.2771 UserPurge1: 221    16208    4.06%
      0     0     1243.7894   131     1195.2771 UserPurge1: 213    16214    4.06%
      0     0     1243.7880   126     1195.2771 UserPurge1: 220    16221    4.06%
      0     0     1243.7805   138     1195.2771 UserPurge1: 220    16244    4.06%
      0     0     1243.7749   119     1195.2771 UserPurge1: 222    16257    4.06%
      0     0     1243.7730   132     1195.2771 UserPurge1: 214    16266    4.06%
      0     0     1243.7709    87     1195.2771 UserPurge1: 225    16274    4.06%
      0     0     1243.7708   132     1195.2771 UserPurge1: 201    16278    4.06%
      0     0     1243.7685   133     1195.2771 UserPurge1: 224    16296    4.06%
      0     0     1243.7669   133     1195.2771 UserPurge1: 220    16307    4.06%
      0     0     1243.7659   125     1195.2771 UserPurge1: 225    16316    4.06%
      0     0     1243.7628    87     1195.2771 UserPurge1: 225    16326    4.06%
      0     0     1243.7627    92     1195.2771 UserPurge1: 201    16327    4.06%
      0     0     1243.7624   139     1195.2771 UserPurge1: 203    16334    4.06%
      0     0     1243.7574    87     1195.2771 UserPurge1: 226    16345    4.06%
      0     0     1243.7573   136     1195.2771 UserPurge1: 204    16347    4.06%
      0     0     1243.7476   108     1195.2771 UserPurge1: 221    16355    4.06%
      0     0     1243.7475   147     1195.2771 UserPurge1: 208    16356    4.06%
