Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 80417.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 12.88 sec. (2858.42 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      840.7740    98                    840.7740    14929         
*     0+    0                           11.6892      840.7740    14929     --- 
      0     0      833.2887     5       11.6892       Cuts: 6    14959     --- 
      0     0      806.7530    47       11.6892 UserPurge1: 136    15134     --- 
*     0+    0                          764.6152      806.7530    15134    5.51%
      0     0      805.4139    67      764.6152 UserPurge1: 132    15165    5.34%
      0     0      805.3390    56      764.6152 UserPurge1: 130    15171    5.33%
      0     0      805.3049   102      764.6152 UserPurge1: 128    15183    5.32%
      0     0      805.2568    81      764.6152 UserPurge1: 136    15188    5.32%
      0     0      805.1990    91      764.6152 UserPurge1: 132    15194    5.31%
      0     0      805.1811    77      764.6152 UserPurge1: 134    15200    5.31%
      0     0      805.1762    96      764.6152 UserPurge1: 132    15205    5.30%
      0     0      805.1523    93      764.6152 UserPurge1: 137    15218    5.30%
      0     0      805.1465   101      764.6152 UserPurge1: 133    15225    5.30%
      0     0      805.1392   112      764.6152 UserPurge1: 139    15227    5.30%
      0     0      805.0983   106      764.6152 UserPurge1: 137    15243    5.29%
      0     0      805.0685   133      764.6152 UserPurge1: 138    15253    5.29%
      0     0      805.0523   129      764.6152 UserPurge1: 141    15259    5.29%
      0     0      805.0311   128      764.6152 UserPurge1: 142    15282    5.29%
      0     0      804.9935   152      764.6152 UserPurge1: 140    15302    5.28%
      0     0      804.9812   161      764.6152 UserPurge1: 143    15324    5.28%
      0     0      804.9668   176      764.6152 UserPurge1: 142    15333    5.28%
      0     0      804.9504   123      764.6152 UserPurge1: 145    15343    5.28%
      0     0      804.9385   188      764.6152 UserPurge1: 140    15353    5.27%
      0     0      804.9108   177      764.6152 UserPurge1: 146    15367    5.27%
