Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 78509.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 12.41 sec. (4252.80 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      121.8563    83                    121.8563    15705         
*     0+    0                           30.6139      121.8563    15705  298.04%
      0     0      121.3658    19       30.6139      Cuts: 36    15721  296.44%
      0     0       96.1376   548       30.6139 UserPurge1: 62    16546  214.03%
      0     0       92.8481   560       30.6139 UserPurge1: 58    16588  203.29%
      0     0       89.5074   596       30.6139 UserPurge1: 59    16773  192.38%
      0     0       89.2892   650       30.6139 UserPurge1: 58    16919  191.66%
      0     0       89.1689   594       30.6139 UserPurge1: 33    17019  191.27%
      0     0       89.1210   761       30.6139 UserPurge1: 21    17106  191.11%
      0     0       89.1172   780       30.6139 UserPurge1: 23    17144  191.10%
      0     0       89.1010   702       30.6139 UserPurge1: 21    17190  191.05%
      0     0       89.0962   686       30.6139 UserPurge1: 18    17223  191.03%
      0     0       89.0767   696       30.6139 UserPurge1: 21    17263  190.97%
      0     0       89.0692   680       30.6139 UserPurge1: 18    17329  190.94%
      0     0       89.0685   853       30.6139 UserPurge1: 10    17345  190.94%
      0     0       89.0677   724       30.6139 UserPurge1: 3    17363  190.94%
      0     0       89.0672   871       30.6139 UserPurge1: 10    17371  190.94%
      0     0       89.0653   662       30.6139 UserPurge1: 3    17399  190.93%
      0     0       89.0651   853       30.6139 UserPurge1: 10    17411  190.93%
      0     0       89.0649   866       30.6139 UserPurge1: 11    17437  190.93%
      0     0       89.0647   712       30.6139 UserPurge1: 3    17444  190.93%
      0     0       89.0645   741       30.6139 UserPurge1: 10    17453  190.93%
      0     0       89.0642   889       30.6139 UserPurge1: 10    17474  190.93%
      0     0       89.0635   907       30.6139 UserPurge1: 3    17517  190.93%
      0     0       89.0627   900       30.6139 UserPurge1: 3    17529  190.92%
      0     0       89.0613   741       30.6139 UserPurge1: 3    17542  190.92%
      0     0       89.0606   890       30.6139 UserPurge1: 10    17555  190.92%
      0     0       89.0604   902       30.6139 UserPurge1: 3    17569  190.92%
      0     0       89.0602   884       30.6139 UserPurge1: 3    17580  190.91%
      0     0       89.0599   908       30.6139 UserPurge1: 12    17604  190.91%
      0     0       89.0596   926       30.6139 UserPurge1: 3    17619  190.91%
      0     0       89.0590   920       30.6139 UserPurge1: 3    17630  190.91%
      0     0       89.0587   907       30.6139 UserPurge1: 3    17643  190.91%
      0     0       89.0583   913       30.6139 UserPurge1: 11    17665  190.91%
      0     0       89.0574   932       30.6139 UserPurge1: 3    17686  190.91%
      0     0       89.0568   932       30.6139 UserPurge1: 3    17705  190.90%
      0     0       89.0566   944       30.6139 UserPurge1: 3    17727  190.90%
      0     0       89.0564   766       30.6139 UserPurge1: 3    17737  190.90%
      0     0       89.0553   950       30.6139 UserPurge1: 10    17798  190.90%
      0     0       89.0547   931       30.6139 UserPurge1: 3    17839  190.90%
      0     0       89.0544   944       30.6139 UserPurge1: 3    17859  190.90%
      0     0       89.0537   919       30.6139 UserPurge1: 3    17883  190.89%
      0     0       89.0533   772       30.6139 UserPurge1: 3    17906  190.89%
      0     0       89.0529   950       30.6139 UserPurge1: 10    17922  190.89%
      0     0       89.0526   950       30.6139 UserPurge1: 3    17940  190.89%
      0     0       89.0524   962       30.6139 UserPurge1: 3    17962  190.89%
      0     0       89.0523   974       30.6139 UserPurge1: 3    17973  190.89%
      0     0       89.0522   986       30.6139 UserPurge1: 3    17999  190.89%
      0     0       89.0520   968       30.6139 UserPurge1: 3    18014  190.89%
      0     0       89.0519   956       30.6139 UserPurge1: 3    18025  190.89%
      0     0       89.0518   991       30.6139 UserPurge1: 3    18048  190.89%
      0     0       89.0512   938       30.6139 UserPurge1: 3    18079  190.89%
      0     0       89.0503   914       30.6139 UserPurge1: 3    18100  190.88%
      0     0       89.0501   944       30.6139 UserPurge1: 3    18114  190.88%
      0     0       89.0497   944       30.6139 UserPurge1: 3    18125  190.88%
      0     0       89.0493   943       30.6139 UserPurge1: 3    18155  190.88%
      0     0       89.0489   961       30.6139 UserPurge1: 3    18195  190.88%
      0     0       89.0485   965       30.6139 UserPurge1: 3    18220  190.88%
      0     0       89.0483   799       30.6139 UserPurge1: 3    18243  190.88%
      0     0       89.0481   968       30.6139 UserPurge1: 10    18263  190.88%
      0     0       89.0479   953       30.6139 UserPurge1: 3    18289  190.87%
      0     0       89.0477   955       30.6139 UserPurge1: 3    18305  190.87%
      0     0       89.0475   986       30.6139 UserPurge1: 3    18325  190.87%
      0     0       89.0473   950       30.6139 UserPurge1: 3    18352  190.87%
      0     0       89.0473   962       30.6139 UserPurge1: 3    18378  190.87%
      0     0       89.0471   980       30.6139 UserPurge1: 3    18424  190.87%
      0     0       89.0469   968       30.6139 UserPurge1: 3    18440  190.87%
      0     0       89.0464   973       30.6139 UserPurge1: 3    18489  190.87%
      0     0       89.0455   980       30.6139 UserPurge1: 3    18537  190.87%
      0     0       89.0453   997       30.6139 UserPurge1: 3    18572  190.87%
      0     0       89.0453   997       30.6139 UserPurge1: 3    18585  190.87%
      0     0       89.0451  1003       30.6139 UserPurge1: 3    18603  190.87%
      0     0       89.0450  1008       30.6139 UserPurge1: 3    18620  190.86%
      0     0       89.0448   977       30.6139 UserPurge1: 3    18661  190.86%
      0     0       89.0446   998       30.6139 UserPurge1: 3    18693  190.86%
      0     0       89.0445  1008       30.6139 UserPurge1: 3    18714  190.86%
      0     0       89.0445   844       30.6139 UserPurge1: 3    18725  190.86%
      0     0       89.0444  1010       30.6139 UserPurge1: 10    18751  190.86%
      0     0       89.0443   991       30.6139 UserPurge1: 3    18783  190.86%
      0     0       89.0435  1012       30.6139 UserPurge1: 3    18834  190.86%
      0     0       89.0433   980       30.6139 UserPurge1: 3    18861  190.86%
      0     0       89.0430   980       30.6139 UserPurge1: 3    18898  190.86%
      0     0       89.0428   838       30.6139 UserPurge1: 3    18923  190.86%
      0     0       89.0416   986       30.6139 UserPurge1: 10    19013  190.85%
      0     0       89.0412   983       30.6139 UserPurge1: 3    19039  190.85%
      0     0       89.0409  1004       30.6139 UserPurge1: 11    19072  190.85%
      0     0       89.0404   968       30.6139 UserPurge1: 3    19124  190.85%
      0     0       89.0403   973       30.6139 UserPurge1: 3    19149  190.85%
      0     0       89.0401   992       30.6139 UserPurge1: 3    19171  190.85%
      0     0       89.0399   998       30.6139 UserPurge1: 3    19204  190.85%
      0     0       89.0399  1022       30.6139 UserPurge1: 3    19250  190.85%
      0     0       89.0398  1016       30.6139 UserPurge1: 3    19276  190.85%
      0     0       89.0397  1016       30.6139 UserPurge1: 3    19308  190.85%
      0     0       89.0396  1016       30.6139 UserPurge1: 3    19335  190.85%
      0     0       89.0394  1018       30.6139 UserPurge1: 3    19383  190.85%
      0     0       89.0392  1030       30.6139 UserPurge1: 3    19431  190.85%
      0     0       89.0391  1025       30.6139 UserPurge1: 3    19468  190.85%
      0     0       89.0390  1037       30.6139 UserPurge1: 3    19516  190.85%
      0     0       89.0388  1022       30.6139 UserPurge1: 3    19565  190.84%
      0     0       89.0386   998       30.6139 UserPurge1: 3    19600  190.84%
      0     0       89.0386  1003       30.6139 UserPurge1: 3    19617  190.84%
      0     0       89.0384   837       30.6139 UserPurge1: 3    19636  190.84%
      0     0       89.0384  1015       30.6139 UserPurge1: 10    19656  190.84%
      0     0       89.0383  1039       30.6139 UserPurge1: 3    19684  190.84%
      0     0       89.0381  1034       30.6139 UserPurge1: 3    19723  190.84%
      0     0       89.0380  1046       30.6139 UserPurge1: 3    19762  190.84%
      0     0       89.0376  1007       30.6139 UserPurge1: 3    19790  190.84%
      0     0       89.0373   991       30.6139 UserPurge1: 3    19835  190.84%
      0     0       89.0371   998       30.6139 UserPurge1: 3    19872  190.84%
      0     0       89.0370  1046       30.6139 UserPurge1: 3    19904  190.84%
      0     0       89.0366  1037       30.6139 UserPurge1: 3    19930  190.84%
      0     0       89.0365  1010       30.6139 UserPurge1: 3    19956  190.84%
      0     0       89.0363   823       30.6139 UserPurge1: 3    19984  190.84%
      0     0       89.0361  1009       30.6139 UserPurge1: 10    20025  190.84%
      0     0       89.0357  1004       30.6139 UserPurge1: 3    20090  190.83%
      0     0       89.0355  1010       30.6139 UserPurge1: 3    20122  190.83%
      0     0       89.0354  1010       30.6139 UserPurge1: 3    20155  190.83%
      0     0       89.0353  1021       30.6139 UserPurge1: 3    20180  190.83%
      0     0       89.0353  1028       30.6139 UserPurge1: 3    20200  190.83%
      0     0       89.0351  1034       30.6139 UserPurge1: 3    20243  190.83%
      0     0       89.0347  1010       30.6139 UserPurge1: 3    20286  190.83%
      0     0       89.0346   862       30.6139 UserPurge1: 3    20308  190.83%
      0     0       89.0345  1039       30.6139 UserPurge1: 3    20332  190.83%
      0     0       89.0345  1034       30.6139 UserPurge1: 3    20368  190.83%
      0     0       89.0344  1028       30.6139 UserPurge1: 3    20395  190.83%
      0     0       89.0343  1028       30.6139 UserPurge1: 3    20426  190.83%
      0     0       89.0341  1039       30.6139 UserPurge1: 3    20475  190.83%
      0     0       89.0339  1051       30.6139 UserPurge1: 12    20503  190.83%
      0     0       89.0336  1057       30.6139 UserPurge1: 3    20560  190.83%
      0     0       89.0332  1027       30.6139 UserPurge1: 3    20599  190.83%
      0     0       89.0331  1062       30.6139 UserPurge1: 3    20624  190.83%
      0     0       89.0330  1051       30.6139 UserPurge1: 3    20659  190.83%
      0     0       89.0329  1057       30.6139 UserPurge1: 3    20684  190.83%
      0     0       89.0327  1032       30.6139 UserPurge1: 3    20720  190.82%
      0     0       89.0324  1052       30.6139 UserPurge1: 3    20762  190.82%
      0     0       89.0323  1057       30.6139 UserPurge1: 3    20783  190.82%
      0     0       89.0320  1046       30.6139 UserPurge1: 3    20828  190.82%
      0     0       89.0317  1058       30.6139 UserPurge1: 3    20884  190.82%
      0     0       89.0316  1045       30.6139 UserPurge1: 3    20919  190.82%
      0     0       89.0315  1058       30.6139 UserPurge1: 3    20942  190.82%
      0     0       89.0314  1070       30.6139 UserPurge1: 3    20973  190.82%
      0     0       89.0313  1076       30.6139 UserPurge1: 3    20999  190.82%
      0     0       89.0313  1082       30.6139 UserPurge1: 3    21023  190.82%
      0     0       89.0312   898       30.6139 UserPurge1: 3    21053  190.82%
      0     0       89.0311  1076       30.6139 UserPurge1: 10    21091  190.82%
      0     0       89.0309  1064       30.6139 UserPurge1: 3    21144  190.82%
      0     0       89.0306  1058       30.6139 UserPurge1: 3    21175  190.82%
      0     0       89.0305  1040       30.6139 UserPurge1: 3    21199  190.82%
      0     0       89.0304  1064       30.6139 UserPurge1: 3    21237  190.82%
      0     0       89.0301  1046       30.6139 UserPurge1: 3    21284  190.82%
      0     0       89.0298  1052       30.6139 UserPurge1: 3    21368  190.82%
      0     0       89.0297  1058       30.6139 UserPurge1: 3    21408  190.81%
      0     0       89.0295  1058       30.6139 UserPurge1: 3    21459  190.81%
      0     0       89.0291  1039       30.6139 UserPurge1: 3    21531  190.81%
      0     0       89.0290  1040       30.6139 UserPurge1: 3    21590  190.81%
      0     0       89.0288  1058       30.6139 UserPurge1: 3    21633  190.81%
      0     0       89.0287  1057       30.6139 UserPurge1: 3    21657  190.81%
      0     0       89.0287  1058       30.6139 UserPurge1: 3    21689  190.81%
      0     0       89.0286  1070       30.6139 UserPurge1: 3    21712  190.81%
      0     0       89.0285  1058       30.6139 UserPurge1: 3    21746  190.81%
      0     0       89.0284  1076       30.6139 UserPurge1: 3    21788  190.81%
      0     0       89.0283  1051       30.6139 UserPurge1: 3    21810  190.81%
      0     0       89.0282  1058       30.6139 UserPurge1: 3    21841  190.81%
      0     0       89.0280  1034       30.6139 UserPurge1: 3    21874  190.81%
      0     0       89.0279  1058       30.6139 UserPurge1: 3    21910  190.81%
      0     0       89.0278  1064       30.6139 UserPurge1: 3    21958  190.81%
      0     0       89.0277  1088       30.6139 UserPurge1: 3    21996  190.81%
      0     0       89.0276  1105       30.6139 UserPurge1: 3    22048  190.81%
      0     0       89.0274  1034       30.6139 UserPurge1: 3    22096  190.81%
      0     0       89.0273  1051       30.6139 UserPurge1: 3    22111  190.81%
      0     0       89.0272  1051       30.6139 UserPurge1: 3    22150  190.81%
      0     0       89.0269  1040       30.6139 UserPurge1: 3    22193  190.81%
      0     0       89.0266  1028       30.6139 UserPurge1: 3    22236  190.80%
      0     0       89.0263   886       30.6139 UserPurge1: 3    22286  190.80%
      0     0       89.0261  1064       30.6139 UserPurge1: 10    22335  190.80%
      0     0       89.0260  1046       30.6139 UserPurge1: 3    22376  190.80%
      0     0       89.0259  1058       30.6139 UserPurge1: 3    22404  190.80%
      0     0       89.0259  1064       30.6139 UserPurge1: 3    22438  190.80%
      0     0       89.0258  1064       30.6139 UserPurge1: 3    22475  190.80%
      0     0       89.0258  1094       30.6139 UserPurge1: 3    22520  190.80%
      0     0       89.0258  1105       30.6139 UserPurge1: 3    22559  190.80%
      0     0       89.0257   916       30.6139 UserPurge1: 3    22594  190.80%
      0     0       89.0257  1076       30.6139 UserPurge1: 10    22661  190.80%
      0     0       89.0256  1088       30.6139 UserPurge1: 3    22716  190.80%
      0     0       89.0255  1076       30.6139 UserPurge1: 3    22747  190.80%
      0     0       89.0255  1100       30.6139 UserPurge1: 3    22791  190.80%
      0     0       89.0254  1076       30.6139 UserPurge1: 3    22867  190.80%
      0     0       89.0253  1082       30.6139 UserPurge1: 3    22918  190.80%
      0     0       89.0251  1070       30.6139 UserPurge1: 3    22999  190.80%
      0     0       89.0247  1052       30.6139 UserPurge1: 3    23066  190.80%
      0     0       89.0243  1051       30.6139 UserPurge1: 3    23124  190.80%
      0     0       89.0241  1082       30.6139 UserPurge1: 3    23172  190.80%
      0     0       89.0239  1058       30.6139 UserPurge1: 3    23219  190.80%
      0     0       89.0237  1052       30.6139 UserPurge1: 3    23269  190.80%
      0     0       89.0234  1064       30.6139 UserPurge1: 3    23349  190.79%
      0     0       89.0233  1081       30.6139 UserPurge1: 3    23399  190.79%
      0     0       89.0233   892       30.6139 UserPurge1: 3    23426  190.79%
      0     0       89.0232  1075       30.6139 UserPurge1: 10    23464  190.79%
      0     0       89.0231  1110       30.6139 UserPurge1: 3    23493  190.79%
      0     0       89.0230  1088       30.6139 UserPurge1: 3    23538  190.79%
