Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 63038.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 11.97 sec. (6447.98 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      332.3306    12                    332.3306    14600         
*     0+    0                          278.5347      332.3306    14600   19.31%
      0     0      324.1566    12      278.5347 UserPurge1: 121    14658   16.38%
      0     0      323.7593     5      278.5347   ZeroHalf: 1    14660   16.24%
      0     0      317.2013    53      278.5347 UserPurge1: 116    14718   13.88%
*     0+    0                          282.4087      317.2013    14718   12.32%
      0     0      317.0740     5      282.4087   ZeroHalf: 1    14722   12.27%
*     0+    0                          295.0175      317.0740    14722    7.48%
      0     0      315.7848    41      295.0175 UserPurge1: 119    14746    7.04%
      0     0      314.7561    27      295.0175   ZeroHalf: 2    14752    6.69%
      0     0      314.6322    22      295.0175 UserPurge1: 128    14760    6.65%
      0     0      314.5760    61      295.0175 UserPurge1: 128    14764    6.63%
      0     0      314.5288    23      295.0175  ZeroHalf: 76    14773    6.61%
*     0+    0                          298.0655      314.5288    14773    5.52%
      0     0      313.5119    27      298.0655 UserPurge1: 129    14788    5.18%
      0     0      313.1666    32      298.0655   ZeroHalf: 1    14792    5.07%
      0     0      313.1066    31      298.0655 UserPurge1: 127    14796    5.05%
      0     0      313.0098    35      298.0655 UserPurge1: 132    14811    5.01%
      0     0      312.9591    28      298.0655 UserPurge1: 122    14829    5.00%
      0     0      312.9239    46      298.0655 UserPurge1: 131    14835    4.98%
      0     0      312.8729    51      298.0655 UserPurge1: 136    14850    4.97%
      0     0      312.7377    44      298.0655 UserPurge1: 141    14878    4.92%
      0     0      312.6766    41      298.0655 UserPurge1: 135    14887    4.90%
      0     0      312.6659    43      298.0655 UserPurge1: 77    14893    4.90%
      0     0      312.6644    47      298.0655 UserPurge1: 80    14897    4.90%
      0     0      312.6592    46      298.0655 UserPurge1: 83    14903    4.90%
      0     0      312.6283    50      298.0655 UserPurge1: 81    14916    4.89%
      0     0      312.6134    42      298.0655 UserPurge1: 84    14924    4.88%
      0     0      312.6077    46      298.0655 UserPurge1: 75    14928    4.88%
      0     0      312.6004    47      298.0655 UserPurge1: 78    14934    4.88%
      0     0      312.5974    54      298.0655 UserPurge1: 80    14940    4.88%
      0     0      312.5611    36      298.0655 UserPurge1: 83    14954    4.86%
      0     0      312.5231    39      298.0655 UserPurge1: 80    14961    4.85%
      0     0      312.4979    44      298.0655 UserPurge1: 82    14970    4.84%
      0     0      312.4862    46      298.0655 UserPurge1: 79    14977    4.84%
      0     0      312.4686    19      298.0655 UserPurge1: 81    14986    4.83%
*     0+    0                          303.1480      312.4686    14986    3.07%
      0     0      312.4260    39      303.1480 UserPurge1: 72    14999    3.06%
      0     0      312.4155    41      303.1480 UserPurge1: 77    15003    3.06%
      0     0      312.4125    47      303.1480 UserPurge1: 77    15004    3.06%
      0     0      312.3887    14      303.1480 UserPurge1: 82    15010    3.05%
      0     0      312.3736    48      303.1480 UserPurge1: 127    15016    3.04%
      0     0      312.3611    52      303.1480 UserPurge1: 81    15018    3.04%
      0     0      312.3521    59      303.1480 UserPurge1: 86    15023    3.04%
      0     0      312.3292    26      303.1480 UserPurge1: 89    15034    3.03%
      0     0      312.3214    52      303.1480 UserPurge1: 73    15050    3.03%
      0     0      312.3139    19      303.1480 UserPurge1: 85    15056    3.02%
      0     0      312.2971    41      303.1480 UserPurge1: 125    15063    3.02%
      0     0      312.2925    61      303.1480 UserPurge1: 135    15071    3.02%
      0     0      312.2749    53      303.1480 UserPurge1: 82    15079    3.01%
      0     0      312.2539    65      303.1480 UserPurge1: 87    15088    3.00%
      0     0      312.2345    69      303.1480 UserPurge1: 82    15106    3.00%
      0     0      312.2276    69      303.1480 UserPurge1: 86    15110    3.00%
      0     0      312.1923    67      303.1480 UserPurge1: 86    15120    2.98%
      0     0      312.1887    69      303.1480 UserPurge1: 89    15122    2.98%
      0     0      312.1435    56      303.1480 UserPurge1: 91    15146    2.97%
      0     0      312.1391    74      303.1480 UserPurge1: 80    15150    2.97%
      0     0      312.1301    65      303.1480 UserPurge1: 92    15157    2.96%
      0     0      312.1235    62      303.1480 UserPurge1: 85    15161    2.96%
      0     0      312.1194    65      303.1480 UserPurge1: 82    15167    2.96%
      0     0      312.1155    83      303.1480 UserPurge1: 84    15176    2.96%
      0     0      312.1075    78      303.1480 UserPurge1: 97    15186    2.96%
      0     0      312.0911    45      303.1480 UserPurge1: 96    15200    2.95%
      0     0      312.0858    45      303.1480 UserPurge1: 72    15201    2.95%
      0     0      312.0849    58      303.1480 UserPurge1: 72    15202    2.95%
      0     0      312.0717    76      303.1480 UserPurge1: 79    15209    2.94%
      0     0      312.0679    45      303.1480 UserPurge1: 90    15210    2.94%
      0     0      312.0662    45      303.1480 UserPurge1: 73    15213    2.94%
      0     0      312.0660    76      303.1480 UserPurge1: 74    15214    2.94%
      0     0      312.0608    55      303.1480 UserPurge1: 95    15223    2.94%
      0     0      312.0566    52      303.1480 UserPurge1: 79    15230    2.94%
      0     0      312.0563    81      303.1480 UserPurge1: 75    15232    2.94%
      0     0      312.0267    54      303.1480 UserPurge1: 98    15245    2.93%
      0     0      312.0252    45      303.1480 UserPurge1: 78    15246    2.93%
      0     0      312.0236    50      303.1480 UserPurge1: 72    15251    2.93%
      0     0      312.0163    62      303.1480 UserPurge1: 76    15259    2.93%
      0     0      312.0104    54      303.1480 UserPurge1: 81    15263    2.92%
      0     0      312.0089    73      303.1480 UserPurge1: 80    15267    2.92%
      0     0      312.0022    45      303.1480 UserPurge1: 92    15269    2.92%
      0     0      311.9997    64      303.1480 UserPurge1: 72    15277    2.92%
      0     0      311.9883    76      303.1480 UserPurge1: 87    15285    2.92%
      0     0      311.9711    63      303.1480 UserPurge1: 90    15298    2.91%
      0     0      311.9656    57      303.1480 UserPurge1: 86    15303    2.91%
      0     0      311.9424    73      303.1480 UserPurge1: 88    15314    2.90%
      0     0      311.9355    78      303.1480 UserPurge1: 92    15323    2.90%
      0     0      311.9347    45      303.1480 UserPurge1: 96    15324    2.90%
      0     0      311.9303    41      303.1480 UserPurge1: 71    15328    2.90%
      0     0      311.9300    46      303.1480 UserPurge1: 70    15331    2.90%
      0     0      311.9279    65      303.1480 UserPurge1: 135    15343    2.90%
      0     0      311.9262    70      303.1480 UserPurge1: 88    15347    2.90%
      0     0      311.9229    47      303.1480 UserPurge1: 89    15352    2.89%
      0     0      311.9199    64      303.1480 UserPurge1: 73    15356    2.89%
      0     0      311.9168    68      303.1480 UserPurge1: 88    15365    2.89%
      0     0      311.9125    77      303.1480 UserPurge1: 87    15378    2.89%
      0     0      311.9077    45      303.1480 UserPurge1: 95    15384    2.89%
      0     0      311.9052    73      303.1480 UserPurge1: 72    15402    2.89%
